cve_id,description,vendor,product,rule_based_label,svm_label,svm_confidence,final_label
CVE-2016-1493,"Intel Driver Update Utility before 2.4 retrieves driver updates in cleartext, which makes it easier for man-in-the-middle attackers to execute arbitrary code via a crafted file.",N/A,N/A,Other,Other,0.0,Other
CVE-2021-27811,A code injection vulnerability has been discovered in the Upgrade function of QibosoftX1 v1.0. An attacker is able execute arbitrary PHP code via exploitation of client_upgrade_edition.php and Upgrade,N/A,N/A,Other,Other,0.0,Other
CVE-2020-9138,"There is a heap-based buffer overflow vulnerability in some Huawei Smartphone, Successful exploit of this vulnerability can cause process exceptions during updating.",N/A,Emui;Magic Ui,Mobile,Mobile,0.0,Mobile
CVE-2017-8862,"The webupgrade function on the Cohu 3960HD does not verify the firmware upgrade files or process, allowing an attacker to upload a specially crafted postinstall.sh file that will be executed with ""roo",N/A,N/A,Other,Other,0.0,Other
CVE-2019-11396,An issue was discovered in Avira Free Security Suite 10. The permissive access rights on the SoftwareUpdater folder (files / folders and configuration) are incompatible with the privileged file manipu,N/A,N/A,Other,Other,0.0,Other
CVE-2023-4589,"Insufficient verification of data authenticity vulnerability in Delinea Secret Server, in its v10.9.000002 version. An attacker with an administrator account could perform software updates without pro",Delinea,Secret Server,PC,PC,0.0,PC
CVE-2018-3928,"An exploitable code execution vulnerability exists in the firmware update functionality of Yi Home Camera 27US 1.8.7.0D. A specially crafted set of UDP packets can cause a settings change, resulting i",Yi,Yi Technology,Other,Other,0.0,Other
CVE-2018-12257,An issue was discovered on Momentum Axel 720P 5.1.8 devices. There is Authenticated Custom Firmware Upgrade via DNS Hijacking. An authenticated root user with CLI access is able to remotely upgrade fi,N/A,N/A,Other,Other,0.0,Other
CVE-2020-8168,"We have recently released new version of AirMax AirOS firmware v6.3.0 for TI, XW and XM boards that fixes vulnerabilities found on AirMax AirOS v6.2.0 and prior TI, XW and XM boards, according to the ",N/A,"Airmax Airos For Ti, Xw And Xm Boards",Other,Other,0.0,Other
CVE-2020-8809,Gurux GXDLMS Director prior to 8.5.1905.1301 downloads updates to add-ins and OBIS code over an unencrypted HTTP connection. A man-in-the-middle attacker can prompt the user to download updates by mod,N/A,N/A,Other,Other,0.0,Other
CVE-2022-36360,A vulnerability has been identified in LOGO! 8 BM (incl. SIPLUS variants) (All versions < V8.3). Affected devices load firmware updates without checking the authenticity. Furthermore the integrity of ,Siemens,Logo! 8 Bm (Incl. Siplus Variants),SCADA,SCADA,0.0,SCADA
CVE-2023-23698,"
Dell Command | Update, Dell Update, and Alienware Update versions before 4.6.0 and 4.7.1 contain Insecure Operation on Windows Junction in the installer component. A local malicious user may potentia",Dell,Dell Command Update (Dcu),PC,PC,0.0,PC
CVE-2022-0677,"Improper Handling of Length Parameter Inconsistency vulnerability in the Update Server component of Bitdefender Endpoint Security Tools (in relay role), GravityZone (in Update Server role) allows an a",Bitdefender,Update Server,PC,PC,0.0,PC
CVE-2019-17002,"If upgrade-insecure-requests was specified in the Content Security Policy, and a link was dragged and dropped from that page, the link was not upgraded to https. This vulnerability affects Firefox < 7",Mozilla,Firefox,Other,Other,0.0,Other
CVE-2020-12431,A Windows privilege change issue was discovered in Splashtop Software Updater before 1.5.6.16. Insecure permissions on the configuration file and named pipe allow for local privilege escalation to NT ,N/A,N/A,PC,PC,0.0,PC
CVE-2023-22736,"Argo CD is a declarative, GitOps continuous delivery tool for Kubernetes. Versions starting with 2.5.0-rc1 and above, prior to 2.5.8, and version 2.6.0-rc4, are vulnerable to an authorization bypass b",Argoproj,Argo-Cd,Enterprise,Enterprise,0.0,Enterprise
CVE-2022-44563,There is a race condition vulnerability in SD upgrade mode. Successful exploitation of this vulnerability may affect data confidentiality.,Huawei,Harmonyos,Enterprise,Enterprise,0.0,Enterprise
CVE-2023-22600,"
InHand Networks InRouter 302, prior to version IR302 V3.5.56, and InRouter 615, prior to version InRouter6XX-S-V2.3.0.r5542, contain vulnerability CWE-284: Improper Access Control. They allow unauthe",Inhand Networks,Inrouter 302,Home,Home,0.0,Home
CVE-2022-24671,A link following privilege escalation vulnerability in Trend Micro Antivirus for Max 11.0.2150 and below could allow a local attacker to modify a file during the update process and escalate their priv,Trend Micro,Trend Micro Antivirus For Mac,PC,PC,0.0,PC
CVE-2017-7480,rkhunter versions before 1.4.4 are vulnerable to file download over insecure channel when doing mirror update resulting into potential remote code execution.,"Red Hat, Inc.",Rkhunter,Enterprise,Enterprise,0.0,Enterprise
CVE-2017-7980,Heap-based buffer overflow in Cirrus CLGD 54xx VGA Emulator in Quick Emulator (Qemu) 2.8 and earlier allows local guest OS users to execute arbitrary code or cause a denial of service (crash) via vect,N/A,N/A,Other,Other,0.0,Other
CVE-2018-3926,An exploitable integer underflow vulnerability exists in the ZigBee firmware update routine of the hubCore binary of the Samsung SmartThings Hub STH-ETH-250 - Firmware version 0.20.17. The hubCore pro,Talos,Samsung,Other,Other,0.0,Other
CVE-2016-5294,The Mozilla Updater can be made to choose an arbitrary target working directory for output files resulting from the update process. This vulnerability requires local system access. Note: this issue on,Mozilla,Thunderbird,PC,PC,0.0,PC
CVE-2022-23971,ASUS RT-AX56U’s update_PLC/PORT file has a path traversal vulnerability due to insufficient filtering for special characters in the URL parameter. An unauthenticated LAN attacker can overwrite a syste,Asus,Rt-Ax56U,Home,Home,0.0,Home
CVE-2020-15887,A SQL injection vulnerability in softwareupdate_controller.php in the Software Update module before 1.6 for MunkiReport allows attackers to execute arbitrary SQL commands via the last URL parameter of,N/A,N/A,Other,Other,0.0,Other
CVE-2018-20575,"Orange Livebox 00.96.320S devices have an undocumented /system_firmwarel.stm URI for manual firmware update. This is related to Firmware 01.11.2017-11:43:44, Boot v0.70.03, Modem 5.4.1.10.1.1A, Hardwa",N/A,N/A,Other,Other,0.0,Other
CVE-2022-30997,"Use of hard-coded credentials vulnerability exists in STARDOM FCN Controller and FCJ Controller R4.10 to R4.31, which may allow an attacker with an administrative privilege to read/change configuratio",Yokogawa Electric Corporation,Stardom Controller,SCADA,SCADA,0.0,SCADA
CVE-2021-21529,Dell System Update (DSU) 1.9 and earlier versions contain a denial of service vulnerability. A local authenticated malicious user with low privileges may potentially exploit this vulnerability to caus,Dell,Dellemc System Update - Dsu,Enterprise,Enterprise,0.0,Enterprise
CVE-2022-24936,Out-of-Bounds error in GBL parser in Silicon Labs Gecko Bootloader version 4.0.1 and earlier allows attacker to overwrite flash Sign key and OTA decryption key via malicious bootloader upgrade.,Silabs.Com,Gecko Bootloader,Other,Other,0.0,Other
CVE-2021-3789,An information disclosure vulnerability was reported in some Motorola-branded Binatone Hubble Cameras that could allow an attacker with physical access to obtain the encryption key used to decrypt fir,Motorola,Binatone Hubble Cameras,Home,Home,0.0,Home
CVE-2018-7884,"An issue was discovered in DisplayLink Core Software Cleaner Application 8.2.1956. When the drivers are updated to a newer version, the product launches a process as SYSTEM to uninstall the old versio",N/A,N/A,PC,PC,0.0,PC
CVE-2018-1000828,"FrostWire version <= frostwire-desktop-6.7.4-build-272 contains a XML External Entity (XXE) vulnerability in Man in the middle on update that can result in Disclosure of confidential data, denial of s",N/A,N/A,PC,PC,0.0,PC
CVE-2017-11400,"An issue has been discovered on the Belden Hirschmann Tofino Xenon Security Appliance before 03.2.00. An incomplete firmware signature allows a local attacker to upgrade the equipment (kernel, file sy",N/A,N/A,Other,Other,0.0,Other
CVE-2020-6297,"Under certain conditions the upgrade of SAP Data Hub 2.7 to SAP Data Intelligence, version - 3.0, allows an attacker to access confidential system configuration information, that should otherwise be r",Sap Se,Sap Data Intelligence,Enterprise,Enterprise,0.0,Enterprise
CVE-2022-34891,This vulnerability allows local attackers to escalate privileges on affected installations of Parallels Desktop Parallels Desktop 17.1.1. An attacker must first obtain the ability to execute low-privi,Parallels,Desktop,PC,PC,0.0,PC
CVE-2023-4041,"Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'), Out-of-bounds Write, Download of Code Without Integrity Check vulnerability in Silicon Labs Gecko Bootloader on ARM (Firmware Up",Silicon Labs,Gecko Bootloader,Other,Other,0.0,Other
CVE-2021-40825,nLight ECLYPSE (nECY) system Controllers running software prior to 1.17.21245.754 contain a default key vulnerability. The nECY does not force a change to the key upon the initial configuration of an ,N/A,N/A,SCADA,SCADA,0.0,SCADA
CVE-2022-28225,"Local privilege vulnerability in Yandex Browser for Windows prior to 22.3.3.684 allows a local, low privileged, attacker to execute arbitary code with the SYSTEM privileges through manipulating symlin",N/A,Yandex Browser (Desktop),PC,PC,0.0,PC
CVE-2022-23743,"Check Point ZoneAlarm before version 15.8.200.19118 allows a local actor to escalate privileges during the upgrade process. In addition, weak permissions in the ProgramData\CheckPoint\ZoneAlarm\Data\U",N/A,Zonealarm.,Other,Other,0.0,Other
CVE-2020-12852,The update feature for Pydio Cells 2.0.4 allows an administrator user to set a custom update URL and the public RSA key used to validate the downloaded update package. The update process involves down,N/A,N/A,Enterprise,Enterprise,0.0,Enterprise
CVE-2019-19100,"A privilege escalation vulnerability in the upgrade service in B&R Automation Studio versions 4.0.x, 4.1.x, 4.2.x, < 4.3.11SP, < 4.4.9SP, < 4.5.4SP, <. 4.6.3SP, < 4.7.2 and < 4.8.1 allow authenticated",B&R,Automation Studio,SCADA,SCADA,0.0,SCADA
CVE-2023-5984,"
A CWE-494 Download of Code Without Integrity Check vulnerability exists that could allow
modified firmware to be uploaded when an authorized admin user begins a firmware update
procedure which could ",Schneider Electric,Ion8650,SCADA,SCADA,0.0,SCADA
CVE-2019-14926,An issue was discovered on Mitsubishi Electric Europe B.V. ME-RTU devices through 2.02 and INEA ME-RTU devices through 3.0. Hard-coded SSH keys allow an attacker to gain unauthorised access or disclos,N/A,N/A,SCADA,SCADA,0.0,SCADA
CVE-2020-11614,"Mids' Reborn Hero Designer 2.6.0.7 downloads the update manifest, as well as update files, over cleartext HTTP. Additionally, the application does not perform file integrity validation for files after",N/A,N/A,PC,PC,0.0,PC
CVE-2020-3138,"A vulnerability in the upgrade component of Cisco Enterprise NFV Infrastructure Software (NFVIS) could allow an authenticated, local attacker to install a malicious file when upgrading. The vulnerabil",Cisco,Na,Enterprise,Enterprise,0.0,Enterprise
CVE-2020-10927,This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of NETGEAR R6700 V1.0.4.84_10.0.58 routers. Authentication is not required to exploit this vuln,Netgear,R6700,Home,Home,0.0,Home
CVE-2020-28900,Insufficient Verification of Data Authenticity in Nagios Fusion 4.1.8 and earlier and Nagios XI 5.7.5 and earlier allows for Escalation of Privileges or Code Execution as root via vectors related to a,N/A,N/A,Other,Other,0.0,Other
CVE-2019-15019,"A security vulnerability exists in the Zingbox Inspector versions 1.294 and earlier, that could allow an attacker to supply an invalid software update image to the Zingbox Inspector.",N/A,Palo Alto Networks Zingbox Inspector,Other,Other,0.0,Other
CVE-2023-51573,Voltronic Power ViewPower Pro updateManagerPassword Exposed Dangerous Function Authentication Bypass Vulnerability. This vulnerability allows remote attackers to bypass authentication on affected inst,Voltronic Power,Viewpower Pro,Other,Other,0.0,Other
CVE-2018-0449,"A vulnerability in the Cisco Jabber Client Framework (JCF) software, installed as part of the Cisco Jabber for Mac client, could allow an authenticated, local attacker to corrupt arbitrary files on an",Cisco,Cisco Jabber For Mac,Enterprise,Enterprise,0.0,Enterprise
CVE-2023-25147,An issue in the Trend Micro Apex One agent could allow an attacker who has previously acquired administrative rights via other means to bypass the protection by using a specifically crafted DLL during,"Trend Micro, Inc.",Trend Micro Apex One,Other,Other,0.0,Other
CVE-2023-34932,A stack overflow in the UpdateWanMode function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,N/A,N/A,Other,Other,0.0,Other
